City,Edition,Sport,Discipline,Athlete,NOC,Gender,Event,Event_gender,Medal
Antwerp,1920,Aquatics,Diving,"PRIESTE, Harry",USA,Men,10m platform,M,Bronze
Antwerp,1920,Aquatics,Diving,"PINKSTON, Clarence",USA,Men,10m platform,M,Gold
Antwerp,1920,Aquatics,Diving,"ADLERZ, Erik",SWE,Men,10m platform,M,Silver
Antwerp,1920,Aquatics,Diving,"OLLIVIER, Eva",SWE,Women,10m platform,W,Bronze
Antwerp,1920,Aquatics,Diving,"FRYLAND CLAUSEN, Stefani",DEN,Women,10m platform,W,Gold
Antwerp,1920,Aquatics,Diving,"ARMSTRONG, Beatrix Eileen",GBR,Women,10m platform,W,Silver
Antwerp,1920,Aquatics,Diving,"BALBACH, Louis James",USA,Men,3m springboard,M,Bronze
Antwerp,1920,Aquatics,Diving,"KUEHN, Louis",USA,Men,3m springboard,M,Gold
Antwerp,1920,Aquatics,Diving,"PINKSTON, Clarence",USA,Men,3m springboard,M,Silver
Antwerp,1920,Aquatics,Diving,"PAYNE, Thelma",USA,Women,3m springboard,W,Bronze
Antwerp,1920,Aquatics,Diving,"RIGGIN, Aileen",USA,Women,3m springboard,W,Gold
Antwerp,1920,Aquatics,Diving,"WAINWRIGHT, Helen",USA,Women,3m springboard,W,Silver
Antwerp,1920,Aquatics,Diving,"JANSSON, John",SWE,Men,plain high diving,M,Bronze
Antwerp,1920,Aquatics,Diving,"WALLMAN, Arvid",SWE,Men,plain high diving,M,Gold
Antwerp,1920,Aquatics,Diving,"SKOGLUND, Nils",SWE,Men,plain high diving,M,Silver
Antwerp,1920,Aquatics,Swimming,"BLITZ, Gerard",BEL,Men,100m backstroke,M,Bronze
Antwerp,1920,Aquatics,Swimming,"KEALOHA, Warren Paoa",USA,Men,100m backstroke,M,Gold
Antwerp,1920,Aquatics,Swimming,"KEGERIS, Raymond",USA,Men,100m backstroke,M,Silver
Antwerp,1920,Aquatics,Swimming,"HARRIS, William",USA,Men,100m freestyle,M,Bronze
Antwerp,1920,Aquatics,Swimming,"KAHANAMOKU, Duke Paoa",USA,Men,100m freestyle,M,Gold
Antwerp,1920,Aquatics,Swimming,"KEALOHA, Pua Kela",USA,Men,100m freestyle,M,Silver
Antwerp,1920,Aquatics,Swimming,"SCHROTH, Frances",USA,Women,100m freestyle,W,Bronze
Antwerp,1920,Aquatics,Swimming,"BLEIBTREY, Ethelda",USA,Women,100m freestyle,W,Gold
Antwerp,1920,Aquatics,Swimming,"GUEST, Irene",USA,Women,100m freestyle,W,Silver
Antwerp,1920,Aquatics,Swimming,"BEAUREPAIRE, Frank E.",AUS,Men,1500m freestyle,M,Bronze
Antwerp,1920,Aquatics,Swimming,"ROSS, Norman",USA,Men,1500m freestyle,M,Gold
Antwerp,1920,Aquatics,Swimming,"VERNOT, George",CAN,Men,1500m freestyle,M,Silver
Antwerp,1920,Aquatics,Swimming,"AALTONEN, Arvo Ossian",FIN,Men,200m breaststroke,M,Bronze
Antwerp,1920,Aquatics,Swimming,"MALMROT, Hakan",SWE,Men,200m breaststroke,M,Gold
Antwerp,1920,Aquatics,Swimming,"HENNING, Tor",SWE,Men,200m breaststroke,M,Silver
Antwerp,1920,Aquatics,Swimming,"AALTONEN, Arvo Ossian",FIN,Men,400m breaststroke,M,Bronze
Antwerp,1920,Aquatics,Swimming,"MALMROT, Hakan",SWE,Men,400m breaststroke,M,Gold
Antwerp,1920,Aquatics,Swimming,"HENNING, Tor",SWE,Men,400m breaststroke,M,Silver
Antwerp,1920,Aquatics,Swimming,"VERNOT, George",CAN,Men,400m freestyle,M,Bronze
Antwerp,1920,Aquatics,Swimming,"ROSS, Norman",USA,Men,400m freestyle,M,Gold
Antwerp,1920,Aquatics,Swimming,"LANGER, Ludy",USA,Men,400m freestyle,M,Silver
Antwerp,1920,Aquatics,Swimming,"SCHROTH, Frances",USA,Women,400m freestyle,W,Bronze
Antwerp,1920,Aquatics,Swimming,"BLEIBTREY, Ethelda",USA,Women,400m freestyle,W,Gold
Antwerp,1920,Aquatics,Swimming,"WOODBRIDGE, Margaret",USA,Women,400m freestyle,W,Silver
Antwerp,1920,Aquatics,Swimming,"BERG, Aina",SWE,Women,4x100m freestyle relay,W,Bronze
Antwerp,1920,Aquatics,Swimming,"GYLLING, Jane",SWE,Women,4x100m freestyle relay,W,Bronze
Antwerp,1920,Aquatics,Swimming,"MACHNOW, Emy",SWE,Women,4x100m freestyle relay,W,Bronze
Antwerp,1920,Aquatics,Swimming,"NILSSON, Karin",SWE,Women,4x100m freestyle relay,W,Bronze
Antwerp,1920,Aquatics,Swimming,"BLEIBTREY, Ethelda",USA,Women,4x100m freestyle relay,W,Gold
Antwerp,1920,Aquatics,Swimming,"GUEST, Irene",USA,Women,4x100m freestyle relay,W,Gold
Antwerp,1920,Aquatics,Swimming,"SCHROTH, Frances",USA,Women,4x100m freestyle relay,W,Gold
Antwerp,1920,Aquatics,Swimming,"WOODBRIDGE, Margaret",USA,Women,4x100m freestyle relay,W,Gold
Antwerp,1920,Aquatics,Swimming,"JAMES, Hilda",GBR,Women,4x100m freestyle relay,W,Silver
Antwerp,1920,Aquatics,Swimming,"JEANS, Constance Mabel",GBR,Women,4x100m freestyle relay,W,Silver
Antwerp,1920,Aquatics,Swimming,"MAC KENZIE, Grace",GBR,Women,4x100m freestyle relay,W,Silver
Antwerp,1920,Aquatics,Swimming,"RADCLIFFE, Charlotte",GBR,Women,4x100m freestyle relay,W,Silver
Antwerp,1920,Aquatics,Swimming,"ANNISON, Harold Edward",GBR,Men,4x200m freestyle relay,M,Bronze
Antwerp,1920,Aquatics,Swimming,"PETER, Edward Percival",GBR,Men,4x200m freestyle relay,M,Bronze
Antwerp,1920,Aquatics,Swimming,"SAVAGE, Leslie",GBR,Men,4x200m freestyle relay,M,Bronze
Antwerp,1920,Aquatics,Swimming,"TAYLOR, Henry",GBR,Men,4x200m freestyle relay,M,Bronze
Antwerp,1920,Aquatics,Swimming,"KAHANAMOKU, Duke Paoa",USA,Men,4x200m freestyle relay,M,Gold
