City,Edition,Sport,Discipline,Athlete,NOC,Gender,Event,Event_gender,Medal
Helsinki,1952,Aquatics,Diving,"HAASE, Günther",GER,Men,10m platform,M,Bronze
Helsinki,1952,Aquatics,Diving,"LEE, Samuel",USA,Men,10m platform,M,Gold
Helsinki,1952,Aquatics,Diving,"CAPILLA PEREZ, Joaquin",MEX,Men,10m platform,M,Silver
Helsinki,1952,Aquatics,Diving,"STOVER-IRWIN, Juno Roslays",USA,Women,10m platform,W,Bronze
Helsinki,1952,Aquatics,Diving,"MCCORMICK, Patricia",USA,Women,10m platform,W,Gold
Helsinki,1952,Aquatics,Diving,"MYERS-POPE, Paula Jean",USA,Women,10m platform,W,Silver
Helsinki,1952,Aquatics,Diving,"CLOTWORTHY, Robert Lynn",USA,Men,3m springboard,M,Bronze
Helsinki,1952,Aquatics,Diving,"BROWNING, David Grieg Jr.",USA,Men,3m springboard,M,Gold
Helsinki,1952,Aquatics,Diving,"ANDERSON, Miller Altman",USA,Men,3m springboard,M,Silver
Helsinki,1952,Aquatics,Diving,"OLSEN-JENSEN, Zoe-Ann",USA,Women,3m springboard,W,Bronze
Helsinki,1952,Aquatics,Diving,"MCCORMICK, Patricia",USA,Women,3m springboard,W,Gold
Helsinki,1952,Aquatics,Diving,"MOREAU, Madeleine",FRA,Women,3m springboard,W,Silver
Helsinki,1952,Aquatics,Swimming,"TAYLOR, Jack George Neil",USA,Men,100m backstroke,M,Bronze
Helsinki,1952,Aquatics,Swimming,"OYAKAWA, Yoshinobu",USA,Men,100m backstroke,M,Gold
Helsinki,1952,Aquatics,Swimming,"BOZON, Gilbert",FRA,Men,100m backstroke,M,Silver
Helsinki,1952,Aquatics,Swimming,"STEWART, Jean",NZL,Women,100m backstroke,W,Bronze
Helsinki,1952,Aquatics,Swimming,"HARRISON, Joan Cynthia",RSA,Women,100m backstroke,W,Gold
Helsinki,1952,Aquatics,Swimming,"WIELEMA, Geertje",NED,Women,100m backstroke,W,Silver
Helsinki,1952,Aquatics,Swimming,"LARSSON, Göran",SWE,Men,100m freestyle,M,Bronze
Helsinki,1952,Aquatics,Swimming,"SCHOLES, Clark Currie",USA,Men,100m freestyle,M,Gold
Helsinki,1952,Aquatics,Swimming,"SUZUKI, Hiroshi",JPN,Men,100m freestyle,M,Silver
Helsinki,1952,Aquatics,Swimming,"TEMES, Judith",HUN,Women,100m freestyle,W,Bronze
Helsinki,1952,Aquatics,Swimming,"SZÖKE, Katalin",HUN,Women,100m freestyle,W,Gold
Helsinki,1952,Aquatics,Swimming,"TERMEULEN, Johanna Maria",NED,Women,100m freestyle,W,Silver
Helsinki,1952,Aquatics,Swimming,"OKAMOTO, Tetsuo",BRA,Men,1500m freestyle,M,Bronze
Helsinki,1952,Aquatics,Swimming,"KONNO, Ford Hiroshi",USA,Men,1500m freestyle,M,Gold
Helsinki,1952,Aquatics,Swimming,"HASHIZUME, Shiro",JPN,Men,1500m freestyle,M,Silver
Helsinki,1952,Aquatics,Swimming,"KLEIN, Herbert",GER,Men,200m breaststroke,M,Bronze
Helsinki,1952,Aquatics,Swimming,"DAVIES, John Griffith",AUS,Men,200m breaststroke,M,Gold
Helsinki,1952,Aquatics,Swimming,"STASSFORTH, Bowen Dow",USA,Men,200m breaststroke,M,Silver
Helsinki,1952,Aquatics,Swimming,"GORDON-MCKAY, Helen Orr",GBR,Women,200m breaststroke,W,Bronze
Helsinki,1952,Aquatics,Swimming,"SZEKELY, Eva",HUN,Women,200m breaststroke,W,Gold
Helsinki,1952,Aquatics,Swimming,"NOVAK-GERARD, Eva",HUN,Women,200m breaststroke,W,Silver
Helsinki,1952,Aquatics,Swimming,"ÖSTRAND, Per-Olof",SWE,Men,400m freestyle,M,Bronze
Helsinki,1952,Aquatics,Swimming,"BOITEUX, Jean",FRA,Men,400m freestyle,M,Gold
Helsinki,1952,Aquatics,Swimming,"KONNO, Ford Hiroshi",USA,Men,400m freestyle,M,Silver
Helsinki,1952,Aquatics,Swimming,"KAWAMOTO, Evelyn Tokue",USA,Women,400m freestyle,W,Bronze
Helsinki,1952,Aquatics,Swimming,"GYENGE, Valeria",HUN,Women,400m freestyle,W,Gold
Helsinki,1952,Aquatics,Swimming,"NOVAK-GERARD, Eva",HUN,Women,400m freestyle,W,Silver
Helsinki,1952,Aquatics,Swimming,"ALDERSON-ROSAZZA, Joan Ann",USA,Women,4x100m freestyle relay,W,Bronze
Helsinki,1952,Aquatics,Swimming,"KAWAMOTO, Evelyn Tokue",USA,Women,4x100m freestyle relay,W,Bronze
Helsinki,1952,Aquatics,Swimming,"LA VINE, Jacqueline Carol",USA,Women,4x100m freestyle relay,W,Bronze
Helsinki,1952,Aquatics,Swimming,"STEPAN, Mary Louise",USA,Women,4x100m freestyle relay,W,Bronze
Helsinki,1952,Aquatics,Swimming,"NOVAK, Ilona",HUN,Women,4x100m freestyle relay,W,Gold
Helsinki,1952,Aquatics,Swimming,"NOVAK-GERARD, Eva",HUN,Women,4x100m freestyle relay,W,Gold
Helsinki,1952,Aquatics,Swimming,"SZÖKE, Katalin",HUN,Women,4x100m freestyle relay,W,Gold
Helsinki,1952,Aquatics,Swimming,"TEMES, Judith",HUN,Women,4x100m freestyle relay,W,Gold
Helsinki,1952,Aquatics,Swimming,"HEIJTING-SCHUHMACHER, Irma",NED,Women,4x100m freestyle relay,W,Silver
Helsinki,1952,Aquatics,Swimming,"LINSSEN-VAESSEN, Marie-Louise Jean",NED,Women,4x100m freestyle relay,W,Silver
Helsinki,1952,Aquatics,Swimming,"TERMEULEN, Johanna Maria",NED,Women,4x100m freestyle relay,W,Silver
Helsinki,1952,Aquatics,Swimming,"VAN VOORN, Cornelia (Koosje)",NED,Women,4x100m freestyle relay,W,Silver
Helsinki,1952,Aquatics,Swimming,"BERNARDO, Joseph",FRA,Men,4x200m freestyle relay,M,Bronze
Helsinki,1952,Aquatics,Swimming,"BOITEUX, Jean",FRA,Men,4x200m freestyle relay,M,Bronze
Helsinki,1952,Aquatics,Swimming,"EMINENTE, Aldo",FRA,Men,4x200m freestyle relay,M,Bronze
Helsinki,1952,Aquatics,Swimming,"JANY, Alexandre",FRA,Men,4x200m freestyle relay,M,Bronze
Helsinki,1952,Aquatics,Swimming,"KONNO, Ford Hiroshi",USA,Men,4x200m freestyle relay,M,Gold
Helsinki,1952,Aquatics,Swimming,"MCLANE, James Price Jr.",USA,Men,4x200m freestyle relay,M,Gold
Helsinki,1952,Aquatics,Swimming,"MOORE, Wayne Richard",USA,Men,4x200m freestyle relay,M,Gold
Helsinki,1952,Aquatics,Swimming,"WOOLSEY, William Tripp",USA,Men,4x200m freestyle relay,M,Gold
Helsinki,1952,Aquatics,Swimming,"GOTO, Toru",JPN,Men,4x200m freestyle relay,M,Silver
Helsinki,1952,Aquatics,Swimming,"HAMAGUCHI, Yoshihiro",JPN,Men,4x200m freestyle relay,M,Silver
Helsinki,1952,Aquatics,Swimming,"SUZUKI, Hiroshi",JPN,Men,4x200m freestyle relay,M,Silver
Helsinki,1952,Aquatics,Swimming,"TANIKAWA, Teijiro",JPN,Men,4x200m freestyle relay,M,Silver
Helsinki,1952,Aquatics,Water polo,"ARENA, Ermenegildo",ITA,Men,water polo,M,Bronze
Helsinki,1952,Aquatics,Water polo,"CECCARINI, Lucio",ITA,Men,water polo,M,Bronze
Helsinki,1952,Aquatics,Water polo,"DE SANZUANE, Renato",ITA,Men,water polo,M,Bronze
Helsinki,1952,Aquatics,Water polo,"GAMBINO, Raffaello",ITA,Men,water polo,M,Bronze
Helsinki,1952,Aquatics,Water polo,"GIONTA, Salvatore",ITA,Men,water polo,M,Bronze
Helsinki,1952,Aquatics,Water polo,"MANNELLI, Maurizio",ITA,Men,water polo,M,Bronze
Helsinki,1952,Aquatics,Water polo,"OGNIO, Geminio",ITA,Men,water polo,M,Bronze
Helsinki,1952,Aquatics,Water polo,"PERETTI, Carlo",ITA,Men,water polo,M,Bronze
Helsinki,1952,Aquatics,Water polo,"POLITO, Vincenzo",ITA,Men,water polo,M,Bronze
Helsinki,1952,Aquatics,Water polo,"RUBINI, Cesare",ITA,Men,water polo,M,Bronze
Helsinki,1952,Aquatics,Water polo,"TRAIOLA, Renato",ITA,Men,water polo,M,Bronze
Helsinki,1952,Aquatics,Water polo,"ANTAL, Robert",HUN,Men,water polo,M,Gold
Helsinki,1952,Aquatics,Water polo,"BOLVARI, Antal",HUN,Men,water polo,M,Gold
Helsinki,1952,Aquatics,Water polo,"FABIAN, Dezsö",HUN,Men,water polo,M,Gold
Helsinki,1952,Aquatics,Water polo,"GYARMATI, Dezso",HUN,Men,water polo,M,Gold
Helsinki,1952,Aquatics,Water polo,"HASZNOS, Istvan",HUN,Men,water polo,M,Gold
Helsinki,1952,Aquatics,Water polo,"JENEI, Laszlo",HUN,Men,water polo,M,Gold
Helsinki,1952,Aquatics,Water polo,"KARPATI, György",HUN,Men,water polo,M,Gold
Helsinki,1952,Aquatics,Water polo,"LEMHENYI, DezsÃ¶",HUN,Men,water polo,M,Gold
Helsinki,1952,Aquatics,Water polo,"MARKOVICS, Kalman",HUN,Men,water polo,M,Gold
Helsinki,1952,Aquatics,Water polo,"MARTIN, Miklos",HUN,Men,water polo,M,Gold
Helsinki,1952,Aquatics,Water polo,"SZITTYA, Karoly",HUN,Men,water polo,M,Gold
Helsinki,1952,Aquatics,Water polo,"SZIVOS, Istvan",HUN,Men,water polo,M,Gold
Helsinki,1952,Aquatics,Water polo,"VIZVARI, György",HUN,Men,water polo,M,Gold
Helsinki,1952,Aquatics,Water polo,"BAKASUN, Veljko",YUG,Men,water polo,M,Silver
Helsinki,1952,Aquatics,Water polo,"BRAINOVIC, Marko",YUG,Men,water polo,M,Silver
Helsinki,1952,Aquatics,Water polo,"IVKOVIC, Vladimir",YUG,Men,water polo,M,Silver
Helsinki,1952,Aquatics,Water polo,"JEZIC, Zdravko",YUG,Men,water polo,M,Silver
Helsinki,1952,Aquatics,Water polo,"KOVACIC, Zdravko",YUG,Men,water polo,M,Silver
Helsinki,1952,Aquatics,Water polo,"KURTINI, Ivo",YUG,Men,water polo,M,Silver
Helsinki,1952,Aquatics,Water polo,"RADONIC, Lovro",YUG,Men,water polo,M,Silver
Helsinki,1952,Aquatics,Water polo,"STAKULA, Ivo",YUG,Men,water polo,M,Silver
Helsinki,1952,Aquatics,Water polo,"VUKSANOVIC, Bosko",YUG,Men,water polo,M,Silver
Helsinki,1952,Athletics,Athletics,"ANUFRIYEV, Aleksandr",URS,Men,10000m,M,Bronze
Helsinki,1952,Athletics,Athletics,"ZATOPEK, Emil",TCH,Men,10000m,M,Gold
Helsinki,1952,Athletics,Athletics,"MIMOUN, Alain",FRA,Men,10000m,M,Silver
Helsinki,1952,Athletics,Athletics,"JUNK, Bruno",URS,Men,10000m walk,M,Bronze
Helsinki,1952,Athletics,Athletics,"MIKAELSSON, John",SWE,Men,10000m walk,M,Gold
Helsinki,1952,Athletics,Athletics,"SCHWAB, Erich Arthur Fritz",SUI,Men,10000m walk,M,Silver
Helsinki,1952,Athletics,Athletics,"BAILEY, Emmanuel Mcdonald",GBR,Men,100m,M,Bronze
Helsinki,1952,Athletics,Athletics,"REMIGINO, Lindy",USA,Men,100m,M,Gold
Helsinki,1952,Athletics,Athletics,"MCKENLEY, Herbert",JAM,Men,100m,M,Silver
Helsinki,1952,Athletics,Athletics,"STRICKLAND-DE LA HUNTY, Shirley",AUS,Women,100m,W,Bronze
Helsinki,1952,Athletics,Athletics,"JACKSON, Marjorie",AUS,Women,100m,W,Gold
Helsinki,1952,Athletics,Athletics,"ROBB-HASENJÄGER, Daphne Lilian Evelyn",RSA,Women,100m,W,Silver
Helsinki,1952,Athletics,Athletics,"BARNARD, Arthur",USA,Men,110m hurdles,M,Bronze
Helsinki,1952,Athletics,Athletics,"DILLARD, Harrison",USA,Men,110m hurdles,M,Gold
Helsinki,1952,Athletics,Athletics,"DAVIS, Jack",USA,Men,110m hurdles,M,Silver
Helsinki,1952,Athletics,Athletics,"LUEG, Werner",GER,Men,1500m,M,Bronze
Helsinki,1952,Athletics,Athletics,"BARTHEL, Joseph",LUX,Men,1500m,M,Gold
Helsinki,1952,Athletics,Athletics,"MCMILLEN, Robert",USA,Men,1500m,M,Silver
Helsinki,1952,Athletics,Athletics,"GATHERS, James",USA,Men,200m,M,Bronze
Helsinki,1952,Athletics,Athletics,"STANFIELD, Andrew William",USA,Men,200m,M,Gold
Helsinki,1952,Athletics,Athletics,"BAKER, Walter Thane",USA,Men,200m,M,Silver
Helsinki,1952,Athletics,Athletics,"KHNYKINA-DVALISHVILI, Nadezhda",URS,Women,200m,W,Bronze
Helsinki,1952,Athletics,Athletics,"JACKSON, Marjorie",AUS,Women,200m,W,Gold
Helsinki,1952,Athletics,Athletics,"BROUWER, Bertha",NED,Women,200m,W,Silver
Helsinki,1952,Athletics,Athletics,"DISLEY, John Ivor",GBR,Men,3000m steeplechase,M,Bronze
Helsinki,1952,Athletics,Athletics,"ASHENFELTER, Horace III",USA,Men,3000m steeplechase,M,Gold
Helsinki,1952,Athletics,Athletics,"KAZANTSEV, Vladimir",URS,Men,3000m steeplechase,M,Silver
Helsinki,1952,Athletics,Athletics,"MATSON, Oliver Adrian",USA,Men,400m,M,Bronze
Helsinki,1952,Athletics,Athletics,"RHODEN, Vincent George",JAM,Men,400m,M,Gold
Helsinki,1952,Athletics,Athletics,"MCKENLEY, Herbert",JAM,Men,400m,M,Silver
Helsinki,1952,Athletics,Athletics,"HOLLAND, John Macfarlane",NZL,Men,400m hurdles,M,Bronze
Helsinki,1952,Athletics,Athletics,"MOORE, Charles Hewes Jr.",USA,Men,400m hurdles,M,Gold
Helsinki,1952,Athletics,Athletics,"LITUEV, Yuri",URS,Men,400m hurdles,M,Silver
Helsinki,1952,Athletics,Athletics,"CSANYI, György",HUN,Men,4x100m relay,M,Bronze
Helsinki,1952,Athletics,Athletics,"GOLDOVANYI, Bela",HUN,Men,4x100m relay,M,Bronze
Helsinki,1952,Athletics,Athletics,"VARASDI, Geza",HUN,Men,4x100m relay,M,Bronze
Helsinki,1952,Athletics,Athletics,"ZARANDI, Laszlo",HUN,Men,4x100m relay,M,Bronze
Helsinki,1952,Athletics,Athletics,"DILLARD, Harrison",USA,Men,4x100m relay,M,Gold
Helsinki,1952,Athletics,Athletics,"REMIGINO, Lindy",USA,Men,4x100m relay,M,Gold
Helsinki,1952,Athletics,Athletics,"SMITH, Finis Dean",USA,Men,4x100m relay,M,Gold
Helsinki,1952,Athletics,Athletics,"STANFIELD, Andrew William",USA,Men,4x100m relay,M,Gold
Helsinki,1952,Athletics,Athletics,"KALYAEV, Lev",URS,Men,4x100m relay,M,Silver
Helsinki,1952,Athletics,Athletics,"SANADZE, Levan",URS,Men,4x100m relay,M,Silver
Helsinki,1952,Athletics,Athletics,"SUKHAREV, Vladimir",URS,Men,4x100m relay,M,Silver
Helsinki,1952,Athletics,Athletics,"TOKAREV, Boris",URS,Men,4x100m relay,M,Silver
Helsinki,1952,Athletics,Athletics,"ARMITAGE, Heather Joy",GBR,Women,4x100m relay,W,Bronze
Helsinki,1952,Athletics,Athletics,"CHEESEMAN, Sylvia",GBR,Women,4x100m relay,W,Bronze
Helsinki,1952,Athletics,Athletics,"DESFORGES, Jean Catherine",GBR,Women,4x100m relay,W,Bronze
Helsinki,1952,Athletics,Athletics,"FOULDS-PAUL, June Florence",GBR,Women,4x100m relay,W,Bronze
Helsinki,1952,Athletics,Athletics,"FAGGS, Mae Heriwentha",USA,Women,4x100m relay,W,Gold
Helsinki,1952,Athletics,Athletics,"HARDY, Catherine",USA,Women,4x100m relay,W,Gold
Helsinki,1952,Athletics,Athletics,"JONES, Barbara Pearl",USA,Women,4x100m relay,W,Gold
Helsinki,1952,Athletics,Athletics,"MOREAU, Janet Theresa",USA,Women,4x100m relay,W,Gold
Helsinki,1952,Athletics,Athletics,"KLEIN, Helga",GER,Women,4x100m relay,W,Silver
Helsinki,1952,Athletics,Athletics,"KNAB, Ulla",GER,Women,4x100m relay,W,Silver
Helsinki,1952,Athletics,Athletics,"PETERSEN-KALLENSEE, Marga",GER,Women,4x100m relay,W,Silver
